objname,ra,dec,distance,distance_err
PGC1286175,185.8267815,5.6071459,16.5,1.1
PGC1289726,192.496716,5.8210011,16.5,1.1
PGC1292607,185.4461685,5.9890241,16.5,1.1
PGC1293380,186.147204,6.0329247,16.5,1.1
PGC1327818,186.6997635,7.6715168,16.5,1.1
PGC1337184,185.748582,8.0309415,16.5,1.1
PGC1346685,187.497906,8.4318185,16.5,1.1
PGC1355373,192.9819885,8.8782096,16.5,1.1
PGC135791,183.1063995,2.8099999,16.5,1.1
PGC135798,184.161108,-1.4517421,16.5,1.1
PGC135803,186.9429,1.5996,16.5,1.1
PGC135811,193.2058305,1.7345048,16.5,1.1
PGC135812,193.3508955,1.9314162,16.5,1.1
PGC135814,193.521432,-0.1012187,16.5,1.1
PGC135818,195.934158,2.0399087,16.5,1.1
PGC1359187,192.7480575,9.0773725,16.5,1.1
PGC1364593,187.510947,9.4032787,16.5,1.1
PGC1365234,193.5090555,9.4472414,16.5,1.1
PGC1368352,183.7230315,9.6698414,16.5,1.1
PGC1374571,186.2670345,10.1011967,16.5,1.1
PGC1376175,184.1418315,10.2063584,16.5,1.1
PGC1383640,194.9250375,10.7271037,16.5,1.1
PGC1393002,175.8624765,11.3984174,16.5,1.1
PGC1402698,181.669542,12.0344818,16.5,1.1
PGC1410554,182.945004,12.493895,16.5,1.1
PGC1415716,183.177852,12.7628713,16.5,1.1
PGC1416088,183.5503515,12.782956,16.5,1.1
PGC1419134,184.366911,12.9323436,16.5,1.1
PGC1433167,183.307023,13.522773,16.5,1.1
PGC1441122,182.974416,13.8083772,16.5,1.1
PGC1448560,175.2363945,14.0742541,16.5,1.1
PGC1466850,184.0859055,14.773989,16.5,1.1
PGC1475898,184.041933,15.1236481,16.5,1.1
PGC1519757,176.16966,16.8996314,16.5,1.1
PGC1565426,182.8262505,18.634767,16.5,1.1
PGC166116,178.5068385,16.7230432,16.5,1.1
PGC166150,194.649903,17.8130374,16.5,1.1
PGC169259,186.381114,11.1583393,16.5,1.1
PGC169266,186.4220805,13.0475961,16.5,1.1
PGC169451,187.6931865,12.0990894,16.5,1.1
PGC169515,188.1785235,15.036147,16.5,1.1
PGC1709453,195.9031575,24.525729,16.5,1.1
PGC183384,193.140627,-1.7302307,16.5,1.1
PGC200170,187.020558,13.611992,16.5,1.1
PGC213995,186.80337,7.6392894,16.5,1.1
PGC2806927,181.877301,18.6839592,16.5,1.1
PGC2806928,177.068196,18.6424773,16.5,1.1
PGC3091844,180.7616805,6.5013452,16.5,1.1
PGC3120683,180.342897,2.1857193,16.5,1.1
PGC3122921,182.100711,3.0132828,16.5,1.1
PGC3294233,183.437826,-0.2826459,16.5,1.1
PGC3295235,191.867973,-0.13819,16.5,1.1
SDSSJ114706.99+030623.0,176.7791325,3.106398,16.5,1.1
SDSSJ114717.56+162004.5,176.8231005,16.334654,16.5,1.1
SDSSJ114843.14+171053.1,177.1795275,17.1814312,16.5,1.1
SDSSJ114931.03+151539.7,177.3793005,15.2610316,16.5,1.1
SDSSJ114957.11+161743.6,177.488016,16.2954829,16.5,1.1
SDSSJ115220.20+152736.2,178.084098,15.4601109,16.5,1.1
SDSSJ115300.30+160229.4,178.251099,16.0415462,16.5,1.1
SDSSJ115449.32+064234.5,178.7055885,6.7095485,16.5,1.1
SDSSJ120459.57+142420.4,181.2483315,14.4057557,16.5,1.1
SDSSJ120527.06+123243.2,181.3627095,12.545258,16.5,1.1
SDSSJ120950.58+125411.4,182.4607785,12.9031508,16.5,1.1
SDSSJ121058.17+241438.5,182.7424155,24.2440858,16.5,1.1
SDSSJ121141.87+131146.7,182.924514,13.1963666,16.5,1.1
SDSSJ121159.46+055502.6,182.9978025,5.9173848,16.5,1.1
SDSSJ121201.19+102354.4,183.00492,10.3983631,16.5,1.1
SDSSJ121309.41+133503.9,183.289341,13.5844719,16.5,1.1
SDSSJ121341.42+090040.2,183.422577,9.01118,16.5,1.1
SDSSJ121443.03+103159.1,183.6793395,10.5330534,16.5,1.1
SDSSJ121444.59+124722.7,183.685719,12.7896477,16.5,1.1
SDSSJ121518.94+025538.2,183.8295165,2.9276107,16.5,1.1
SDSSJ121527.31+103044.4,183.863811,10.5123788,16.5,1.1
SDSSJ121643.25+244306.1,184.1802075,24.7184314,16.5,1.1
SDSSJ121804.26+144510.4,184.517814,14.7530143,16.5,1.1
SDSSJ122013.89+050106.1,185.057853,5.0184723,16.5,1.1
SDSSJ122020.13+094750.0,185.0837985,9.7973081,16.5,1.1
SDSSJ122030.92+063823.7,185.1288165,6.6399386,16.5,1.1
SDSSJ122038.59+055432.3,185.160834,5.9089105,16.5,1.1
SDSSJ122138.38+084638.0,185.409888,8.7771395,16.5,1.1
SDSSJ122155.85+174052.5,185.482761,17.6812781,16.5,1.1
SDSSJ122204.66+074422.0,185.5193475,7.7394263,16.5,1.1
SDSSJ122358.19+072701.7,185.992488,7.4504642,16.5,1.1
SDSSJ122405.09+081737.7,186.0210975,8.2939006,16.5,1.1
SDSSJ122414.10+184120.7,186.0585975,18.6893004,16.5,1.1
SDSSJ122431.27+062916.5,186.130323,6.4879132,16.5,1.1
SDSSJ122613.89+035013.6,186.557907,3.8371152,16.5,1.1
SDSSJ122638.81+164303.8,186.661839,16.7176926,16.5,1.1
SDSSJ122641.71+180813.4,186.6738015,18.1370883,16.5,1.1
SDSSJ122927.63+055825.0,187.365192,5.9735906,16.5,1.1
SDSSJ122928.18+203348.8,187.367442,20.5635671,16.5,1.1
SDSSJ123109.18+181311.8,187.7882325,18.2199448,16.5,1.1
SDSSJ123152.89+121559.0,187.9704195,12.2664166,16.5,1.1
SDSSJ123340.31+124413.5,188.417979,12.7371446,16.5,1.1
SDSSJ123453.22+241946.7,188.721834,24.3295503,16.5,1.1
SDSSJ123549.46+201755.0,188.95611,20.2986601,16.5,1.1
SDSSJ123701.44+220031.0,189.2559735,22.008703,16.5,1.1
SDSSJ123758.17+240238.6,189.4923945,24.0441659,16.5,1.1
SDSSJ123955.45+095520.7,189.9810825,9.9224018,16.5,1.1
SDSSJ124101.06+094306.4,190.2544575,9.7184105,16.5,1.1
SDSSJ124125.41+191317.5,190.3558545,19.2215208,16.5,1.1
SDSSJ124142.58+243105.0,190.427322,24.5180391,16.5,1.1
SDSSJ124322.80+054555.2,190.8451695,5.7653136,16.5,1.1
SDSSJ124324.17+243130.2,190.850694,24.5249883,16.5,1.1
SDSSJ124354.11+163250.5,190.9753995,16.5473903,16.5,1.1
SDSSJ124420.88+060522.5,191.0871285,6.0896848,16.5,1.1
SDSSJ124451.77+162505.5,191.2158225,16.4182328,16.5,1.1
SDSSJ124545.05+121408.5,191.4377625,12.2357038,16.5,1.1
SDSSJ124649.44+024248.3,191.705892,2.7136676,16.5,1.1
SDSSJ124942.06+052922.2,192.4254405,5.4894558,16.5,1.1
SDSSJ125046.77+045323.7,192.694929,4.8899272,16.5,1.1
SDSSJ125106.78+120335.4,192.7783635,12.0600326,16.5,1.1
SDSSJ125133.00+194322.9,192.8875215,19.723049,16.5,1.1
SDSSJ125208.90+030714.6,193.037208,3.12081,16.5,1.1
SDSSJ125259.05+222455.8,193.2462675,22.4155153,16.5,1.1
SDSSJ125355.24+191533.5,193.4801835,19.2593092,16.5,1.1
SDSSJ125504.03+074316.9,193.7668515,7.7214423,16.5,1.1
SDSSJ125651.47+163024.2,194.2145565,16.506721,16.5,1.1
SDSSJ125952.41+033758.5,194.968422,3.6329349,16.5,1.1
SDSSJ130320.36+175909.7,195.8348625,17.9860224,16.5,1.1
SDSSJ130440.05+184438.7,196.1668845,18.744126,16.5,1.1
UGC06655,175.4608875,15.9736763,16.5,1.1
UGC06669,175.5781695,14.9958998,16.5,1.1
UGC06670,175.622388,18.3330602,16.5,1.1
UGC06850,178.1548845,-2.4694281,16.5,1.1
UGC07003,180.339678,14.4499278,16.5,1.1
UGC07035,180.917232,2.6414801,16.5,1.1
UGC07038,180.960591,14.5502681,16.5,1.1
UGC07178,182.765142,2.0056423,16.5,1.1
UGC07185,182.8642005,2.9256537,16.5,1.1
UGC07223,183.3595875,14.7720428,16.5,1.1
UGC07236,183.4541655,24.2639738,16.5,1.1
UGC07239,183.538143,7.7765174,16.5,1.1
UGC07249,183.654996,12.812339,16.5,1.1
UGC07269,183.917148,15.0056602,16.5,1.1
UGC07307,184.26762,10.0054863,16.5,1.1
UGC07314,184.3104825,8.9423131,16.5,1.1
UGC07346,184.6741335,17.7187047,16.5,1.1
UGC07366,184.8695145,17.2304356,16.5,1.1
UGC07423,185.4814395,6.4509491,16.5,1.1
UGC07424,185.4895275,8.6749807,16.5,1.1
UGC07425,185.4736575,15.6459613,16.5,1.1
UGC07504,186.3400575,16.4297609,16.5,1.1
UGC07522,186.4936095,3.4296676,16.5,1.1
UGC07557,186.7972005,7.263,16.5,1.1
UGC07567,186.871395,7.6436876,16.5,1.1
UGC07590,187.0782555,8.7294971,16.5,1.1
UGC07688,188.1349005,8.0453997,16.5,1.1
UGC07707,188.3269845,17.4593393,16.5,1.1
UGC07715,188.4819765,3.5459514,16.5,1.1
UGC07780,189.175356,3.1084752,16.5,1.1
UGC07802,189.5868825,7.8914988,16.5,1.1
UGC07824,189.9600495,1.6723532,16.5,1.1
UGC07906,191.040132,12.1145398,16.5,1.1
UGC07911,191.1198855,0.4681025,16.5,1.1
UGC07942,191.6593665,9.3072679,16.5,1.1
UGC07943,191.690751,5.9553274,16.5,1.1
UGC07953,191.817177,11.7603705,16.5,1.1
UGC07979,192.414552,12.6252784,16.5,1.1
UGC07982,192.459324,2.8518612,16.5,1.1
UGC08001,192.851271,10.5796804,16.5,1.1
UGC08011,193.0881,21.6298008,16.5,1.1
UGC08032,193.684101,13.2371895,16.5,1.1
UGC08048,193.91289,-0.2643356,16.5,1.1
UGC08053,193.955094,4.0132501,16.5,1.1
UGC08074,194.435817,2.6919425,16.5,1.1
UGC08081,194.5374675,14.8588542,16.5,1.1
UGC08276,198.0261,5.4758,16.5,1.1
UGC08285,198.1387095,7.1842848,16.5,1.1
UGC08298,198.331935,10.1940553,16.5,1.1
[SDV2005]230,193.718202,10.9619864,16.5,1.1
[TH2002]230,184.8472995,19.5872993,16.5,1.1
SDSSJ123709.72+101620.3,189.2904445,10.27238837,16.5,1.1
SDSSJ122639.81+123048.7,186.6658992,12.51352547,16.5,1.1
SDSSJ122537.21+130837.3,186.4050841,13.14365813,16.5,1.1
SDSSJ123155.93+121026.8,187.9829552,12.17403056,16.5,1.1
SDSSJ124129.43+104546.8,190.3726811,10.76307958,16.5,1.1
SDSSJ121705.29+121720.9,184.2731519,12.28983414,16.5,1.1
SDSSJ122622.49+124659.9,186.5938716,12.78544903,16.5,1.1
SDSSJ122846.29+161326.9,187.1936303,16.22454419,16.5,1.1
SDSSJ121927.10+131833.0,184.8592517,13.31043926,16.5,1.1
SDSSJ122550.10+131142.0,186.4609575,13.19749371,16.5,1.1
SDSSJ121814.50+134445.9,184.5640009,13.74864406,16.5,1.1
PGC769708,339.966474,-26.2649857,16.501,5.367
UGC06249,168.335964,59.9079749,16.515,6.505
PGC033137,165.0006795,54.4254965,16.519,6.619
IC3586,189.2285325,12.5200553,16.52,0.609
PGC042884,191.05008,12.9418831,16.52,0.38
NGC4699,192.259104,-8.6643056,16.541,7.906
SDSSJ233718.71+052714.6,354.327966,5.4540792,16.55,4.556
SDSSJ113014.45+595627.0,172.560138,59.940942,16.552,6.513
SDSSJ132759.02+520502.5,201.9960735,52.0840344,16.558,6.706
PGC2570904,127.7615685,57.7737654,16.565,5.585
UGC02816,55.2995145,24.0125553,16.567,4.419
ESO570-019,170.0504745,-21.4706117,16.572,6.062
PGC897218,314.214072,-16.5090944,16.576,4.351
UGC05723,158.053191,-1.493409,16.579,7.015
PGC3245776,330.006615,-24.5714,16.589,4.728
PGC045359,196.5771735,-17.5134266,16.595,7.138
NGC4515,188.2706895,16.2655117,16.596,0.459
NGC4612,190.386459,7.3148755,16.596,0.382
NGC5273,205.5350325,35.654368,16.6,1.07
SDSSJ081747.20+090013.5,124.4466885,9.0037527,16.6,4.733
UGC06900,178.914471,31.5197297,16.6,3.309
PGC744605,176.98125,-28.1990521,16.607,5.72
UGC01198,27.323292,85.2601944,16.609,4.466
PGC050812,213.4203525,-2.1865006,16.617,7.478
UGC06237,168.059349,65.2254575,16.618,6.19
NGC5669,218.1827715,9.8914264,16.621,7.932
UGC01949,37.078569,-0.6081028,16.623,5.606
PGC1114278,217.9213665,-1.6247795,16.627,7.492
PGC197984,338.904951,-24.6332913,16.637,5.333
UGC02809,54.8877,19.7843,16.638,4.547
PGC813489,54.568869,-22.4864548,16.66,7.48
PGC3138312,172.4973165,63.223421,16.666,6.262
IC0779,184.911483,29.8831538,16.67,0.982
IC3381,187.06209,11.7898439,16.672,0.461
PGC074886,55.180119,-18.6452672,16.685,7.183
UGC01038,21.9470835,43.2518611,16.687,4.259
PGC3080142,39.701115,0.5202006,16.692,5.825
PGC1084489,122.066001,-2.7202944,16.694,4.598
NGC4450,187.1229825,17.0848985,16.7,1.1
PGC037956,180.420792,-15.108361,16.709,7.364
PGC2485185,182.382198,54.9383645,16.711,6.637
PGC1024261,22.457583,-7.1110833,16.718,6.336
IC1197,242.072007,7.538608,16.723,6.35
SDSSJ101451.51+033852.5,153.7146615,3.6478976,16.725,6.878
PGC167669,332.9386875,45.611821,16.73,4.449
UGC02855,57.086388,70.1328806,16.735,4.657
PGC3236227,10.54065,-26.977301,16.739,7.694
PGC1228468,34.61625,2.4845572,16.74,5.416
IC3461,188.0114205,11.8900469,16.749,0.386
NGC4435,186.9186555,13.0788413,16.749,0.386
NGC4483,187.6693575,9.0156651,16.749,0.463
SDSSJ103201.29+042045.9,158.005365,4.3461127,16.778,7.117
PGC3196266,4.12425,-27.367599,16.782,7.551
IC5078,315.6299865,-16.8180583,16.8,4.399
NGC5907,228.9731505,56.3291505,16.8,0.78
UGC07131,182.2991667,30.90666667,16.8,3.349
PGC892359,318.7047015,-16.8695135,16.801,4.441
UGC10369,245.4602325,67.2930768,16.802,5.651
NGC0178,9.784857,-14.1729167,16.808,6.713
PGC083827,198.6308985,-16.3801225,16.808,7.166
NGC1140,43.639803,-10.0282842,16.81,6.707
PGC135066,53.9748015,-22.1396718,16.819,7.537
PGC2567881,175.1376405,57.5597856,16.826,6.535
IC3328,186.4912305,10.0537562,16.827,0.543
IC3509,188.5480245,12.0489745,16.827,0.543
IC3635,190.055712,12.8748063,16.827,0.62
NGC4406,186.549081,12.9458098,16.827,0.543
PGC046852,201.067563,-16.7035417,16.831,7.088
UGC05464,152.032107,29.5425778,16.838,6.181
ESO508-030,198.7286205,-23.143749,16.851,5.97
UGC05677,157.158996,3.5602399,16.864,7.07
PGC1052018,305.1323715,-4.8994794,16.867,4.459
UGC12029,336.1988325,22.9715586,16.881,4.441
PGC035827,173.82558,58.8885531,16.884,6.481
NGC3928,177.94848,48.6831437,16.9,1.09
NGC4494,187.8501255,25.7749722,16.9,1.09
NGC4596,189.9830865,10.1761628,16.9,1
PGC1439163,160.71843,13.7411001,16.9,0.996
IC3442,187.8341355,14.1151898,16.904,0.623
PGC041156,187.347996,12.450743,16.904,0.779
PGC041782,188.5281045,12.7415655,16.904,0.857
NGC5112,200.4850875,38.7346783,16.906,7.558
UGC03749,108.9741135,67.9838295,16.908,5.603
NGC4212,183.9138765,13.9015755,16.912,1.279
PGC976989,43.3896165,-10.5356396,16.922,6.781
SDSSJ105123.21+280125.6,162.8464665,28.0239055,16.926,7.915
ESO495-001,124.626042,-25.4108611,16.936,5.186
PGC038027,180.680484,62.4978635,16.937,6.2
UGC03946,114.498399,3.3161257,16.94,4.475
PGC829447,197.459958,-21.3487778,16.945,6.817
PGC030608,156.4435875,5.6518927,16.947,7.02
SDSSJ114604.48+563356.1,176.5192515,56.5656072,16.955,6.555
PGC3221971,332.8244025,-27.2688293,16.967,5.015
UGC06014,163.4277945,9.727802,16.98,3.384
NGC4371,186.230853,11.7042332,16.982,0.469
NGC4478,187.5725385,12.3286079,16.982,0.469
NGC0991,38.886213,-7.1544011,16.992,6.52
PGC3097721,218.8560075,-17.1669923,16.998,5.8
IC3023,182.507382,14.3666292,17,1.002
NGC4313,185.660499,11.8009815,17,1.2
NGC4405,186.5297295,16.1809649,17,1
NGC4762,193.2332115,11.2308648,17,1.4
PGC042406,189.9937455,13.7815337,17,1.002
PGC3094469,51.469191,-21.289062,17.006,7.412
PGC2671709,163.280067,64.7953029,17.023,6.353
UGC04314,124.740603,58.2627368,17.025,5.601
PGC048786,206.408541,-5.9847222,17.032,7.52
UGC04841,138.6996255,74.2324722,17.042,5.493
PGC157191,179.7131775,-20.7188404,17.049,6.574
PGC157196,179.748459,-20.7635,17.049,6.569
SDSSJ114643.27+571357.8,176.6800455,57.2327782,17.051,6.524
PGC3097707,185.9896185,-14.9531075,17.058,7.492
IC3735,191.3350485,13.6927443,17.061,0.55
NGC4570,189.222507,7.2466697,17.061,0.471
PGC1139658,316.2305115,-0.5895347,17.061,4.438
PGC074885,55.1777805,-18.9431551,17.063,7.244
IC1024,217.8626835,3.0081905,17.083,7.661
PGC020981,111.4124175,9.1831325,17.094,4.542
PGC064176,302.338473,-6.2875344,17.094,4.403
SDSSJ145944.77+020752.1,224.9364735,2.131056,17.094,7.47
PGC2722040,60.2058855,68.6694679,17.098,4.685
NGC2293,101.9279295,-26.753824,17.1,1.1
SDSSJ032328.58-000304.5,50.8691205,-0.0512738,17.1,5.178
UGC04121,119.72655,58.042198,17.112,5.623
UGC03212,75.2593005,71.1759012,17.126,4.865
PGC986100,196.233834,-9.8135278,17.129,7.642
PGC012057,48.5824995,24.1539722,17.135,4.497
ESO485-021,73.220715,-25.2456967,17.139,7.216
IC3019,182.342742,13.9924314,17.14,0.711
NGC4472,187.444536,7.999724,17.14,0.553
UGC07399A,185.203422,17.4871586,17.14,0.553
ESO371-027,133.673346,-32.8164465,17.141,5.521
PGC2741481,75.0698745,71.2023889,17.147,4.864
ESO442-013,189.306231,-28.4928213,17.148,5.895
UGC10713,256.1414385,72.4466523,17.154,5.154
PGC052652,221.1285045,1.522357,17.158,7.49
PGC092177,90.4304505,-34.9452951,17.178,7.068
PGC776357,7.90635,-25.6686505,17.178,7.605
SDSSJ103137.27+043422.0,157.905297,4.5727703,17.181,7.172
PGC087138,337.028139,23.3762991,17.197,4.453
PGC647204,335.036769,-35.5773156,17.197,5.404
NGC4321,185.7286665,15.8222492,17.2,1.7
NGC4461,187.262502,13.1838357,17.2,1
NGC4580,189.4515825,5.3684897,17.2,1.2
UGC07321,184.3918065,22.5402618,17.2,3.428
PGC3229250,351.065535,-28.8552,17.204,6.532
PGC168205,332.0239335,67.6923284,17.215,4.57
NGC4486,187.706364,12.3905194,17.219,0.555
ESO575-023,193.6546455,-18.3082361,17.22,7.108
PGC2452508,176.9639955,53.8466577,17.222,6.722
PGC047846,203.6653965,-12.3305936,17.223,7.164
PGC167108,259.782165,49.8560114,17.223,5.616
UGC05979,163.1712495,67.9888889,17.225,6.288
PGC1133627,315.946851,-0.8304613,17.232,4.458
PGC2251075,187.775211,44.7469551,17.241,7.495
ESO502-018,166.8265365,-25.5741594,17.243,5.948
NGC3729,173.45586,53.1258465,17.261,6.736
PGC057120,241.5088695,8.5066262,17.265,6.343
PGC3189639,347.218215,-32.9259,17.267,6.516
ESO502-020,167.341533,-22.8753872,17.272,6.013
PGC087905,28.484667,-13.8368194,17.293,7.517
ESO571-017,175.655907,-18.0882282,17.297,6.641
NGC4649,190.9165035,11.5527063,17.298,0.558
PGC063566,295.858335,-1.1755786,17.298,4.416
ESO495-008,125.2544475,-23.7791982,17.3,3.448
KK127,183.3445833,29.92166667,17.3,3.448
NGC4608,190.305291,10.1557138,17.3,0.8
UGC05708,157.8051645,4.4718409,17.307,7.216
PGC795900,9.1055145,-23.8890794,17.332,7.61
UGC03912,113.552625,4.5464167,17.346,4.471
PGC085969,113.1757305,-13.9010265,17.357,4.93
PGC166078,56.8968435,67.6688079,17.357,4.579
UGC03317,83.4065715,73.7239057,17.357,4.986
PGC083049,157.3045005,-35.4874722,17.36,5.771
PGC3140053,171.361428,65.7686308,17.365,6.137
UGC05658,156.93825,71.237,17.365,5.891
PGC1007217,40.396161,-8.1734635,17.367,6.648
PGC1137164,146.1926115,-0.6884343,17.374,6.137
NGC4479,187.576569,13.5776035,17.378,0.48
NGC4623,190.544589,7.676976,17.378,0.48
ESO571-018,175.711917,-19.0675833,17.379,6.534
PGC099542,203.5181505,-32.3600724,17.38,5.817
SDSSJ093344.10+094239.0,143.4337305,9.7107671,17.385,6.261
PGC2801063,338.9191665,23.6073889,17.396,4.468
NGC4477,187.5091695,13.6364183,17.4,0.8
NGC4694,192.0628695,10.9834901,17.4,1.7
NGC4733,192.7782255,10.9120916,17.4,1.1
PGC1234821,229.024869,2.6919456,17.409,7.412
PGC002673,11.3844165,-11.2419722,17.413,6.801
UGC03580,103.8786255,69.5629722,17.428,5.613
UGC05671,157.21905,66.806198,17.429,6.436
PGC204430,293.311605,-0.619513,17.457,4.385
NGC4638,190.697583,11.4424897,17.458,0.402
SDSSJ012516.64+220056.3,21.319338,22.0156511,17.46,4.204
ESO480-020,45.6187425,-22.8010526,17.476,7.979
ESO371-030,135.077346,-34.0802017,17.477,5.464
PGC3082691,252.080667,-10.5276111,17.485,5.361
PGC198630,348.08268,-27.6718629,17.489,6.46
PGC198152,6.8864145,-26.5720368,17.493,7.657
NGC4689,191.9399205,13.7626332,17.5,1.5
SDSSJ105035.27+660242.6,162.6465675,66.0451221,17.503,6.399
PGC213680,154.2876945,4.3443633,17.504,6.921
PGC030133,154.7562315,21.2837158,17.51,7.2
PGC092107,75.403284,-22.2554718,17.526,6.734
NGC7339,339.4460505,23.7867242,17.535,4.486
AGC749303,149.138334,27.2802781,17.537,5.764
SDSSJ120255.53+554905.6,180.7314,55.8182344,17.543,6.564
PGC781497,331.439715,-25.2097661,17.544,4.895
UGC02345,42.9695325,-1.1727822,17.544,6.085
PGC074808,54.580443,-35.1290939,17.55,0.88
UGC01207,26.859459,82.1593208,17.555,4.588
IC2563,154.716327,-32.5966185,17.568,5.77
NGC1461,57.1130835,-16.3928889,17.57,7.234
SDSSJ091647.64+270203.7,139.198527,27.0343855,17.571,5.462
UGC12682,353.722731,18.2267648,17.572,4.463
UGC07009,180.4336875,62.3258981,17.576,6.191
UGC01981,37.5713985,0.9374885,17.578,5.818
PGC025982,138.26814,60.2449277,17.581,6.343
SDSSJ101659.00+034235.2,154.245879,3.7097853,17.598,6.927
PGC063556,295.799085,-6.9391946,17.599,4.519
ESO576-025,199.6258395,-20.6883416,17.6,6.971
NGC0007,2.0869995,-29.9152222,17.6,7.81
NGC4540,188.711775,15.551327,17.6,1.4
NGC7180,330.577005,-20.5477539,17.6,1.14
PGC006228,25.2796245,-5.5681111,17.602,6.493
UGC10023,236.5404825,6.898449,17.609,7.095
2MASXJ11163601-2339298,169.1501685,-23.6581572,17.613,5.977
UGC10229,242.433132,-0.1151517,17.613,6.478
UGC03658,106.1666745,17.5825694,17.616,4.214
PGC2563515,170.4481785,57.3467482,17.617,6.453
IC3602,189.528519,10.0824077,17.62,0.73
NGC4476,187.496226,12.3486489,17.62,0.568
NGC3252,158.5963845,73.7650129,17.623,5.589
SDSSJ154316.74+531349.6,235.819893,53.2305314,17.627,6.211
PGC008542,33.459231,4.8253544,17.647,5.485
PGC072034,354.8561385,-21.3025517,17.653,6.361
SDSSJ081013.33+523708.5,122.555577,52.6190366,17.653,5.453
UGC12009,335.6677215,37.9775039,17.655,4.606
UGC02866,57.5619585,70.0946944,17.656,4.664
PGC744846,177.9720465,-28.1796002,17.666,5.668
UGC05205,146.0299905,-0.6583179,17.667,6.157
SDSSJ100935.89+561856.8,152.399613,56.3157962,17.676,6.506
PGC104765,185.4321405,-12.6658204,17.678,7.555
PGC872895,208.088106,-18.090819,17.682,6.71
NGC1087,41.604876,-0.4986643,17.688,6.129
IC3044,183.201867,13.9760839,17.701,2.948
PGC204753,295.658397,-7.6109438,17.717,4.552
PGC169697,199.116675,-24.603201,17.72,5.941
PGC157141,179.410791,-15.8008056,17.723,7.056
ESO445-007,205.0891755,-31.7011871,17.73,5.84
UGC05479,152.5401795,54.5035911,17.747,6.479
ESO425-001,90.0447495,-31.78725,17.752,6.865
SDSSJ085739.15+590256.4,134.413146,59.0490028,17.752,6.239
PGC3223120,332.73585,-29.980801,17.756,5.165
UGC05421,151.1738205,55.311368,17.756,6.488
PGC841170,200.8765335,-20.4787949,17.767,7.009
PGC044358,194.445084,-9.6337584,17.77,7.71
UGC03403,92.65173,71.3857421,17.777,5.315
IC3101,184.331895,11.9434794,17.783,0.819
NGC4377,186.3013485,14.7622167,17.783,0.491
PGC831721,199.4929335,-21.1742727,17.785,6.952
PGC086525,353.126583,17.5563889,17.81,4.497
NGC4094,181.474854,-14.5264306,17.812,7.274
NGC6821,296.100243,-6.8334257,17.812,4.535
PGC169720,201.250602,-24.4230141,17.818,5.942
PGC1737465,2.263917,25.4638889,17.822,4.229
SDSSJ120935.64+653541.4,182.398719,65.5950995,17.843,6.015
SDSSJ145828.64+013234.6,224.619345,1.5430282,17.843,7.451
NGC4382,186.350004,18.190178,17.865,0.411
ESO548-011,51.230493,-21.7835048,17.889,7.614
AGC229053,184.5645105,25.5680234,17.9,3.568
PGC060931,267.386001,55.5080807,17.901,5.119
PGC2492054,180.4588635,55.1450569,17.901,6.612
PGC166862,59.607975,69.2824515,17.919,4.669
UGC01839,35.6254305,-0.6172421,17.945,5.914
NGC4387,186.423702,12.8104323,17.947,0.496
PGC810036,199.497375,-22.7086944,17.975,6.752
PGC058798,250.512792,-5.0324256,17.992,5.499
NGC0676,27.238854,5.9076449,18.001,5.49
PGC1135808,38.383056,-0.7438721,18.001,6.225
IC0225,36.617832,1.1605165,18.007,5.778
UGC05522,153.495426,7.0239937,18.013,6.944
PGC2461968,176.55609,54.1762039,18.017,6.707
PGC166861,55.81335,68.261101,18.023,4.571
PGC3188017,342.94035,-34.271801,18.024,6.479
PGC100744,41.9466,5.58895,18.026,5.493
ESO425-002,90.144792,-28.9923056,18.03,6.375
NGC6814,295.669032,-10.3236977,18.03,4.597
SDSSJ103950.97+564402.9,159.9636255,56.7336809,18.038,6.513
SDSSJ081516.48+574654.7,123.818706,57.7818814,18.045,5.667
UGC02826,55.939791,68.3013056,18.048,4.575
ESO572-007,178.1151525,-20.1038877,18.059,6.534
PGC001457,5.68485,-6.6852,18.067,6.288
